Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right,class
2.0599,287.21,317.02,141.68,247.72,0,31.79,0,0,0,0,0,0,0,0,0,0,1025.42,0,0
2.0699,285.23,312.95,141.68,255.31,0,35.97,0,0,0,0,0,0,0,0,3.96,0,1031.14,3.96,0
2.0799,279.29,304.7,141.68,264.88,0,42.35,0,0,0,0,0,0,0,0,0,0,1032.9,0,0
2.0899,273.24,298.43,141.68,272.58,0,46.53,0,0,0,0,0,0,0,0,0,0,1032.46,0,0
2.0999,265.21,288.2,141.68,280.61,0,52.91,0,0,0,0,0,0,0,0,0,0,1028.61,0,0
2.1099,257.07,277.75,139.48,291.17,0,59.73,0,0,0,0,0,0,0,0,0,0,1025.2,0,0
2.1199,246.95,267.3,137.28,299.75,0,69.19,0,0,0,0,0,0,0,0,0,0,1020.47,0,0
2.1299,236.94,254.76,135.08,310.31,0,76.23,0,4.51,0,0,0,0,0,0,0,0,1017.83,0,0
2.1399,224.84,242.22,130.68,320.87,0,85.58,0,6.71,0,0,0,0,0,0,0,0,1010.9,0,0
2.1498,212.63,229.68,126.28,331.54,0,95.04,0,9.02,0,0,0,0,0,0,0,0,1004.19,0,0
2.1598,198.44,217.14,121.88,342.1,0,106.7,0,15.73,0,0,0,0,0,0,0,0,1001.99,0,0
2.1698,186.34,202.62,117.48,354.86,0,118.58,4.51,22.55,0,0,0,0,0,0,0,0,1006.94,0,0
2.1798,172.15,190.19,113.08,367.62,0,130.57,11.22,29.26,0,0,0,0,0,0,0,0,1014.09,0,0
2.1898,158.07,175.78,106.37,380.27,4.29,142.56,18.04,38.28,0,0,0,0,0,0,0,0,1023.66,0,0
2.1998,144.21,158.62,97.46,394.9,4.29,154.55,29.26,47.3,0,0,0,0,0,0,0,0,1030.59,0,0
2.2098,126.28,143.22,90.75,409.2,6.49,166.54,38.28,56.32,0,0,0,0,0,0,0,0,1037.08,0,0
2.2198,108.02,123.42,79.53,423.39,8.58,180.4,49.61,65.12,0,0,0,0,0,0,0,0,1038.07,0,0
2.2298,88.44,106.15,70.62,435.6,12.98,194.15,58.63,71.61,0,0,0,0,0,0,0,0,1038.18,0,0
2.2398,68.75,92.29,57.31,445.94,15.18,207.9,70.4,80.3,0,0,0,0,0,0,0,0,1038.07,0,0
2.2498,53.79,76.34,45.21,456.39,17.27,221.65,79.86,84.7,0,0,0,0,0,0,0,0,1035.21,0,0
2.2598,43.45,60.5,35.42,464.75,19.47,235.4,89.32,91.19,0,0,0,0,0,0,0,0,1039.5,0,0
2.2698,37.18,48.95,25.52,471.13,19.47,249.26,101.2,97.79,0,0,0,0,0,0,0,0,1050.5,0,0
2.2798,33.11,39.49,19.58,473.22,19.47,263.12,110.66,104.28,0,0,0,0,0,0,0,0,1062.93,0,0
2.2898,28.93,30.14,15.73,473.22,19.47,276.98,119.79,110.88,0,0,0,0,0,0,0,0,1075.14,0,0
2.2998,26.84,24.42,13.75,466.84,19.47,290.29,126.61,117.59,0,0,0,0,0,0,0,0,1085.81,0,0
2.3098,24.75,20.68,11.77,456.39,17.27,301.29,131.23,124.52,11.44,0,0,0,0,0,0,0,1087.9,11.44,0
2.3198,22.77,18.81,9.79,441.76,15.18,314.6,135.74,129.03,34.32,0,0,0,0,0,0,0,1087.68,34.32,0
2.3298,20.68,15.07,7.81,419.32,12.98,325.6,137.94,133.65,71.5,0,0,0,0,0,0,0,1073.05,71.5,0
2.3398,20.68,15.07,7.81,396.99,10.78,334.73,137.94,138.27,157.63,4.18,3.74,4.95,0,0,0,0,1062.27,170.5,0
2.3498,18.59,15.07,7.81,365.42,6.49,346.5,135.74,142.78,232.1,10.45,7.59,7.48,0,0,0,0,1038.4,257.62,0
2.3598,18.59,15.07,5.83,327.25,4.29,353.54,131.23,145.09,266.75,22.99,24.64,10.01,0,0,0,0,1000.89,324.39,0
2.3698,18.59,15.07,5.83,291.17,0,358.27,124.41,147.4,314.38,43.89,45.54,7.48,0,0,0,0,960.74,411.29,0
2.3798,18.59,13.09,5.83,261.14,0,363,117.59,147.4,351.89,64.9,68.09,7.48,0,0,0,0,926.64,492.36,0
2.3898,16.5,15.07,5.83,234.3,0,360.58,105.93,145.09,374.88,92.51,98.56,4.95,0,0,0,0,883.3,570.9,0
2.3998,16.5,15.07,5.83,207.79,0,355.85,91.74,142.78,381.7,113.85,122.98,7.48,0,0,0,0,835.56,626.01,0
2.4098,14.41,15.07,5.83,182.38,0,341.77,79.86,138.27,379.39,131.23,141.35,10.01,0,0,0,0,777.59,661.98,0
2.4198,14.41,13.09,5.83,157.08,0,327.8,72.82,133.65,372.57,144.21,152.9,15.07,4.18,0,0,0,724.68,688.93,0
2.4298,12.32,13.09,5.83,126.06,0,310.2,65.67,126.83,358.82,150.7,155.21,22.66,10.56,0,0,0,660,697.95,0
2.4398,10.34,13.09,5.83,94.6,0,279.29,63.36,119.9,345.07,159.39,155.21,40.26,14.74,0,0,0,586.41,714.67,0
2.4498,8.25,13.09,3.85,65.01,4.29,235.4,60.94,113.08,326.37,168.19,155.21,57.97,19.03,0,0,0,503.91,726.77,0
2.4598,6.16,11.22,3.85,45.98,6.49,175.78,56.32,106.48,309.54,172.37,155.21,80.41,27.5,0,0,0,412.28,745.03,0
2.4698,0,9.35,3.85,37.62,8.58,95.04,45.1,93.39,295.13,176.55,162.14,102.96,33.88,0,0,0,292.93,770.66,0
2.4798,0,7.48,0,29.26,8.58,44.44,31.57,69.41,290.29,176.55,176.11,118.03,40.26,17.6,0,0,190.74,818.84,0
2.4898,0,5.61,0,20.9,6.49,25.41,22.55,49.61,287.87,180.73,192.39,125.51,48.73,32.67,24.2,13.86,130.57,905.96,0
2.4998,0,5.61,0,14.63,4.29,12.65,15.73,31.57,290.29,184.91,211.09,135.41,55.11,42.79,40.37,22.33,84.48,982.3,0
2.5098,0,3.74,0,8.36,0,8.47,6.71,11.22,287.87,187,225.06,142.89,62.59,52.91,54.45,33.44,38.5,1046.21,0
2.5198,0,3.74,0,6.27,0,6.27,4.51,0,283.03,187,227.26,152.79,70.18,60.28,68.42,41.8,20.79,1090.76,0
2.5298,0,3.74,0,6.27,0,4.18,0,0,273.68,187,225.06,162.8,72.71,69.85,78.1,53.02,14.19,1122.22,0
2.5398,0,0,0,4.18,0,4.18,0,0,262.13,182.82,220.55,175.89,77.77,77.11,87.67,64.35,8.36,1148.29,0
2.5498,0,0,0,4.18,0,0,0,0,248.27,178.64,208.78,191.73,82.83,84.26,94.82,76.01,4.18,1165.34,0
2.5598,0,0,0,0,0,0,0,0,234.41,172.37,199.43,207.68,85.25,91.41,101.97,84.81,0,1177.33,0
2.5698,0,0,0,0,0,0,0,0,218.13,165.99,187.77,220.88,90.31,98.67,111.65,93.5,0,1186.9,0
2.5798,0,0,0,0,0,0,0,0,204.16,155.1,176.11,233.53,92.84,103.4,118.58,102.19,0,1185.91,0
2.5898,0,0,0,0,0,0,0,0,187.77,144.21,164.45,243.21,95.37,108.24,125.62,108.02,0,1176.89,0
2.5998,0,0,0,0,0,0,0,0,171.38,133.32,152.9,250.47,100.43,113.08,132.55,113.52,0,1167.65,0
2.6098,0,0,0,0,0,0,0,0,155.32,122.54,139.15,257.73,102.96,118.03,139.59,118.58,0,1153.9,0
2.6198,0,0,0,0,0,0,0,0,139.48,109.56,125.29,264.99,105.49,123.09,144.21,123.64,0,1135.75,0
2.6298,0,0,0,0,0,0,0,0,123.53,96.8,111.65,269.83,108.02,128.15,148.83,128.7,0,1115.51,0
2.6398,0,0,0,0,0,0,0,0,109.67,86.13,98.56,277.09,108.02,130.68,151.14,131.23,0,1092.52,0
2.6498,0,0,0,0,0,0,0,0,92.95,73.48,83.38,284.79,108.02,135.74,151.14,133.76,0,1063.26,0
2.6598,0,0,0,0,0,0,0,0,81.07,62.81,70.29,292.49,108.02,138.27,151.14,136.29,0,1040.38,0
2.6698,0,0,0,0,0,0,0,0,71.5,56.43,61.6,297.55,105.49,143.22,151.14,138.82,0,1025.75,0
2.6798,0,0,0,0,0,0,0,0,61.93,48.07,51.26,305.36,105.49,145.75,148.83,141.35,0,1008.04,0
2.6898,0,0,0,0,0,0,0,0,54.89,43.89,45.54,313.06,102.96,150.81,148.83,141.35,0,1001.33,0
2.6998,0,0,0,0,0,0,0,0,47.96,39.71,41.8,318.12,100.43,153.34,148.83,143.88,0,994.07,0
2.7098,0,0,0,0,0,0,0,0,43.45,35.53,36.08,325.82,100.43,158.4,148.83,148.94,0,997.48,0
2.7198,0,0,0,0,0,0,0,0,38.83,31.35,34.1,333.63,100.43,163.46,148.83,148.94,0,999.57,0
2.7298,0,0,0,0,0,0,0,0,34.32,29.26,30.36,338.58,97.9,168.52,151.14,151.47,0,1001.55,0
2.7398,0,0,0,0,0,0,0,0,29.7,27.17,28.49,346.06,97.9,173.36,153.56,154,0,1010.24,0
2.7498,0,0,0,0,0,0,0,0,27.39,25.08,24.64,351.01,97.9,178.09,155.87,159.06,0,1019.04,0
2.7598,0,0,0,0,0,0,0,0,25.08,22.99,22.77,355.96,97.9,182.82,158.18,161.59,0,1027.29,0
2.7698,0,0,0,0,0,0,0,0,25.08,22.99,20.9,361.02,95.37,185.13,160.49,164.12,0,1035.1,0
2.7798,0,0,0,0,0,0,0,0,22.88,20.9,17.05,365.97,95.37,189.86,162.8,164.12,0,1038.95,0
2.7898,0,0,0,0,0,0,0,0,22.88,18.81,17.05,370.92,95.37,192.17,165.11,166.76,0,1049.07,0
2.7998,0,0,0,0,0,0,0,0,20.57,18.81,15.18,375.98,95.37,196.9,165.11,169.18,0,1057.1,0
2.8098,0,0,0,0,0,0,0,0,18.26,16.72,13.2,380.93,92.84,199.32,165.11,169.18,0,1055.56,0
2.8198,0,0,0,0,0,0,0,0,18.26,16.72,13.2,385.99,92.84,201.63,165.11,169.18,0,1062.93,0
2.8298,0,0,0,0,0,0,0,0,15.95,14.63,11.33,388.41,90.31,206.36,165.11,171.71,0,1063.81,0
2.8398,0,0,0,0,0,0,0,0,15.95,14.63,11.33,390.83,90.31,208.67,165.11,171.71,0,1068.54,0
2.8498,0,0,0,0,0,0,0,0,15.95,12.54,9.46,393.36,87.78,211.09,165.11,174.24,0,1069.53,0
2.8598,0,0,0,0,0,0,0,0,13.64,12.54,9.46,395.78,85.25,213.4,165.11,174.24,0,1069.42,0
2.8698,0,0,0,0,0,0,0,0,13.64,12.54,7.59,398.2,82.83,215.82,165.11,176.77,0,1072.5,0
2.8798,0,0,0,0,0,0,0,0,13.64,12.54,7.59,400.73,80.3,218.13,167.53,176.77,0,1077.23,0
2.8898,0,0,0,0,0,0,0,0,11.44,12.54,7.59,403.15,80.3,222.97,169.95,179.19,0,1087.13,0
2.8998,0,0,0,0,0,0,0,0,11.44,10.45,5.61,405.57,77.77,225.39,172.37,181.72,0,1090.32,0
2.9098,0,0,0,0,0,0,0,0,11.44,10.45,5.61,405.57,75.24,230.34,177.21,186.78,0,1102.64,0
2.9198,0,0,0,0,0,0,0,0,11.44,10.45,5.61,410.52,72.71,235.18,179.63,189.31,0,1114.85,0
2.9298,0,0,0,0,0,0,0,0,11.44,8.36,5.61,412.94,67.65,237.6,184.58,194.26,0,1122.44,0
2.9398,0,0,0,0,0,0,0,0,11.44,8.36,3.74,415.47,65.12,242.55,187,199.32,0,1133,0
2.9498,0,0,0,0,0,0,0,0,11.44,8.36,3.74,417.89,60.06,249.92,189.42,201.85,0,1142.68,0
2.9598,0,0,0,0,0,0,0,0,11.44,10.45,3.74,420.31,55.11,254.76,191.84,206.8,0,1154.45,0
2.9698,0,0,0,0,0,0,0,0,9.13,8.36,3.74,422.84,50.82,259.71,194.37,211.86,0,1160.83,0
2.9798,0,0,0,0,0,0,0,0,11.44,8.36,3.74,422.84,44.44,264.55,196.79,216.81,0,1168.97,0
2.9898,0,0,0,0,0,0,0,0,11.44,10.45,3.74,422.84,38.06,269.5,199.21,221.87,0,1177.11,0
2.9998,0,0,0,0,0,0,0,0,9.13,10.45,3.74,417.89,31.79,274.34,199.21,224.4,0,1170.95,0
3.0098,16.5,0,0,0,0,0,0,0,9.13,8.36,3.74,410.52,25.41,276.76,196.79,229.24,16.5,1159.95,0
3.0198,49.61,0,0,0,0,0,0,0,9.13,10.45,3.74,400.73,19.03,279.29,191.84,231.55,49.61,1145.76,0
3.0298,172.15,16.94,7.81,0,0,0,0,0,9.13,10.45,3.74,388.41,14.74,279.29,184.58,233.86,196.9,1124.2,0
3.0398,379.06,58.52,39.27,0,0,0,0,0,9.13,10.45,3.74,373.45,12.65,276.76,174.79,233.86,476.85,1094.83,0
3.0498,422.62,94.27,81.84,0,0,0,0,0,9.13,10.45,3.74,351.01,8.47,276.76,165.11,236.28,598.73,1060.95,0
3.0598,441.32,149.82,130.68,0,0,0,0,0,9.13,10.45,3.74,323.29,6.27,274.34,153.56,236.28,721.82,1017.06,0
3.0698,455.07,202.62,170.5,0,0,0,0,0,6.82,10.45,3.74,284.79,6.27,271.92,139.59,236.28,828.19,959.86,0
3.0798,447.15,240.13,198.77,0,0,0,0,0,6.82,10.45,3.74,248.05,6.27,264.55,125.62,236.28,886.05,901.78,0
3.0898,426.36,256.85,210.65,12.54,0,0,0,0,6.82,10.45,0,210.32,6.27,257.18,116.27,231.55,906.4,838.86,0
3.0998,402.05,263.12,210.65,22.99,0,0,0,0,4.51,10.45,3.74,167.97,8.47,247.39,109.23,226.93,898.81,778.69,0
3.1098,377.08,265.21,203.5,37.62,0,0,0,0,0,8.36,0,120.45,12.65,227.81,109.23,216.81,883.41,695.31,0
3.1198,353.54,271.48,196.46,58.63,0,0,0,0,0,6.27,0,75.46,12.65,199.32,101.97,199.32,880.11,594.99,0
3.1298,341.66,279.95,196.46,84.04,0,4.18,0,0,0,4.18,0,50.38,12.65,140.8,82.83,171.71,906.29,462.55,0
3.1398,333.85,286.11,201.19,103.07,0,25.41,0,0,0,0,0,37.73,10.56,62.7,56.54,131.23,949.63,298.76,0
3.1498,329.89,288.2,210.65,111.65,0,44.44,0,0,0,0,0,30.14,6.27,32.67,38.28,87.67,984.83,195.03,0
3.1598,331.87,292.27,227.04,117.81,0,59.73,0,6.71,0,0,0,22.66,4.18,15.07,26.18,58.63,1035.43,126.72,0
3.1698,333.85,296.45,240.68,121.99,0,69.19,18.04,11.22,0,0,0,15.07,0,7.48,16.06,27.83,1091.42,66.44,0
3.1798,331.87,296.45,247.5,126.06,0,78.54,31.57,13.53,0,0,0,15.07,0,7.48,10.01,13.86,1125.52,46.42,0
3.1898,328.02,294.36,252.01,132.33,4.29,85.58,42.79,15.73,0,0,0,12.54,0,4.95,8.03,5.5,1155.11,31.02,0
3.1998,320.21,290.18,247.5,144.76,6.49,92.62,51.81,20.24,0,0,0,12.54,0,4.95,8.03,0,1173.81,25.52,0
3.2098,308.55,284.02,238.37,159.17,8.58,99.66,56.32,22.55,0,0,0,10.01,0,4.95,6.05,0,1177.22,21.01,0
3.2198,293.04,277.75,227.04,178.09,8.58,109.12,58.63,27.06,0,0,0,10.01,0,4.95,6.05,0,1179.31,21.01,0
3.2298,279.29,269.39,212.96,197.23,10.78,118.58,60.94,31.57,0,0,0,10.01,0,4.95,6.05,0,1180.74,21.01,0
3.2398,265.21,261.03,198.77,218.46,10.78,123.42,60.94,40.59,0,0,0,10.01,0,4.95,6.05,0,1179.2,21.01,0
3.2498,251.02,250.58,184.69,234.3,10.78,130.57,60.94,47.3,0,0,0,10.01,0,4.95,6.05,0,1170.18,21.01,0
3.2598,238.92,242.22,172.81,249.59,8.58,132.99,58.63,54.12,0,0,0,7.48,0,0,6.05,0,1157.86,13.53,0
3.2698,226.82,231.77,161.48,263.01,8.58,137.72,56.32,58.63,0,0,0,7.48,0,0,6.05,0,1144.33,13.53,0
3.2798,216.7,223.41,152.68,274.45,8.58,137.72,54.12,62.92,0,0,0,7.48,0,0,6.05,0,1130.58,13.53,0
3.2898,206.58,215.05,143.88,284.9,8.58,140.14,51.81,65.12,0,0,0,7.48,0,0,3.96,0,1116.06,11.44,0
3.2998,196.46,206.8,137.28,295.46,6.49,140.14,47.3,67.32,0,0,0,7.48,0,0,3.96,0,1097.25,11.44,0
3.3098,188.32,198.55,128.48,306.02,6.49,140.14,45.1,67.32,0,0,0,7.48,0,0,0,0,1080.42,7.48,0
3.3198,178.2,190.19,121.88,316.69,6.49,140.14,42.79,69.41,0,0,0,7.48,0,0,0,0,1065.79,7.48,0
3.3298,170.06,184.03,115.28,327.25,6.49,140.14,40.59,69.41,0,0,0,7.48,0,0,0,0,1053.25,7.48,0
3.3398,164.01,177.87,110.77,335.83,4.29,140.14,38.28,69.41,0,0,0,7.48,0,0,0,0,1040.6,7.48,0
3.3498,158.07,173.69,106.37,344.3,4.29,140.14,38.28,69.41,0,0,0,4.95,0,0,0,0,1034.55,4.95,0
3.3598,156.09,169.51,104.06,350.57,4.29,142.56,36.08,69.41,0,0,0,4.95,0,0,0,0,1032.57,4.95,0
3.3698,152.13,167.53,101.86,356.95,4.29,142.56,36.08,69.41,0,0,0,7.48,0,0,0,0,1030.81,7.48,0
3.3798,150.15,167.53,101.86,365.42,4.29,142.56,33.77,69.41,0,0,0,4.95,0,0,0,0,1034.99,4.95,0
3.3898,150.15,167.53,99.66,373.89,4.29,142.56,33.77,69.41,0,0,0,4.95,0,0,0,0,1041.26,4.95,0
3.3998,148.17,165.22,99.66,380.27,4.29,142.56,31.57,69.41,0,0,0,4.95,0,0,0,0,1041.15,4.95,0
3.4098,146.19,163.02,99.66,388.74,4.29,142.56,31.57,69.41,0,0,0,4.95,0,0,0,0,1045.44,4.95,0
3.4198,144.21,160.82,97.46,394.9,4.29,144.98,31.57,71.61,0,0,0,4.95,0,0,0,0,1049.84,4.95,0
3.4298,140.25,158.62,97.46,403.04,4.29,144.98,33.77,71.61,0,0,0,4.95,0,0,0,0,1054.02,4.95,0
3.4398,136.18,154.22,92.95,411.18,4.29,147.29,33.77,71.61,0,0,0,4.95,0,0,0,0,1051.49,4.95,0
3.4498,130.24,147.62,90.75,419.32,4.29,149.71,33.77,73.81,0,0,0,4.95,0,0,0,0,1049.51,4.95,0
3.4598,124.3,141.02,86.24,427.46,4.29,152.13,36.08,76.01,0,0,0,4.95,0,0,0,0,1047.53,4.95,0
3.4698,116.38,132.22,79.53,435.6,4.29,154.55,38.28,78.21,0,0,0,4.95,0,0,0,0,1039.06,4.95,0
3.4798,108.02,121.22,75.13,441.76,6.49,159.28,42.79,80.3,0,0,0,4.95,0,0,0,0,1034.99,4.95,0
3.4898,97.13,110.22,66.22,448.03,6.49,164.12,47.3,84.7,0,0,0,4.95,0,0,0,0,1024.21,4.95,0
3.4998,84.04,98.23,59.51,454.3,8.58,171.16,51.81,89.1,0,0,0,4.95,0,0,0,0,1016.73,4.95,0
3.5098,70.95,88.33,53.13,458.48,8.58,178.09,58.63,95.59,0,0,0,4.95,0,0,0,0,1011.78,4.95,0
3.5198,57.97,78.32,45.21,464.75,10.78,184.91,65.67,99.99,0,0,0,4.95,0,0,0,0,1007.6,4.95,0
3.5298,47.52,68.42,39.27,468.93,12.98,196.46,75.13,104.28,0,0,0,4.95,0,0,0,0,1012.99,4.95,0
3.5398,39.27,56.54,29.48,473.22,15.18,205.59,84.59,108.68,0,0,0,4.95,0,0,0,0,1012.55,4.95,0
3.5498,33.11,47.08,21.56,475.31,17.27,217.03,94.05,113.08,0,0,0,4.95,0,0,0,0,1018.49,4.95,0
3.5598,28.93,39.49,17.71,475.31,17.27,228.47,103.51,119.9,0,0,0,4.95,0,0,0,0,1030.59,4.95,0
3.5698,26.84,32.01,15.73,473.22,19.47,237.71,115.28,124.52,0,0,0,4.95,0,0,0,0,1044.78,4.95,0
3.5797,24.75,26.29,13.75,466.84,19.47,249.26,124.41,131.34,0,0,0,4.95,0,0,0,0,1056.11,4.95,0
3.5897,22.77,22.55,11.77,462.66,19.47,260.81,133.43,135.96,0,0,0,4.95,0,0,0,0,1069.42,4.95,0
3.5997,20.68,18.81,9.79,454.3,19.47,270.05,142.56,140.58,0,0,0,4.95,0,0,0,0,1076.24,4.95,0
3.6097,18.59,16.94,9.79,443.85,17.27,279.29,149.38,145.09,0,0,0,4.95,0,0,0,0,1080.2,4.95,0
3.6197,18.59,15.07,7.81,429.55,15.18,288.09,153.89,147.4,0,0,0,4.95,0,0,0,0,1075.58,4.95,0
3.6297,16.5,13.09,7.81,413.27,12.98,294.69,156.09,149.71,0,0,0,4.95,0,0,0,0,1064.14,4.95,0
3.6397,16.5,13.09,5.83,390.94,10.78,303.49,158.4,154.33,0,0,0,4.95,0,0,0,0,1053.36,4.95,0
3.6497,16.5,13.09,5.83,365.42,8.58,310.2,156.09,154.33,20.57,0,0,7.48,0,0,0,0,1030.04,28.05,0
3.6597,16.5,11.22,5.83,344.3,6.49,316.8,153.89,156.53,61.93,0,0,7.48,0,0,0,0,1011.56,69.41,0
3.6697,16.5,11.22,5.83,318.78,4.29,321.2,149.38,158.84,213.51,0,3.74,10.01,0,0,0,0,986.04,227.26,0
3.6797,16.5,11.22,5.83,295.46,0,325.6,142.56,158.84,335.83,27.17,28.49,17.6,0,0,0,0,956.01,409.09,0
3.6897,16.5,13.09,5.83,270.6,0,327.8,133.43,158.84,361.13,56.43,59.4,17.6,0,0,0,0,926.09,494.56,0
3.6997,16.5,11.22,5.83,257.29,0,327.8,122.1,156.53,395.56,98.89,113.85,17.6,0,0,0,0,897.27,625.9,0
3.7097,16.5,13.09,5.83,234.3,0,323.4,108.24,154.33,419.1,144.21,176.11,30.14,0,4.95,0,8.36,855.69,782.87,0
3.7197,14.41,11.22,5.83,207.79,0,316.8,94.05,149.71,423.83,180.73,229.57,45.32,0,0,0,5.5,799.81,884.95,0
3.7297,14.41,11.22,5.83,178.09,0,303.49,84.59,142.78,402.6,193.27,256.63,57.97,0,4.95,0,8.36,740.41,923.78,0
3.7397,12.32,11.22,5.83,140.58,0,283.69,77.55,138.27,384.01,199.54,263.45,70.4,8.47,10.01,0,11.11,669.46,946.99,0
3.7497,8.25,11.22,3.85,103.07,6.49,253.88,72.82,129.03,363.33,201.63,258.94,75.46,14.74,22.66,14.08,16.72,588.61,967.56,0
3.7597,6.16,9.35,3.85,65.01,8.58,203.28,68.09,119.9,345.07,205.81,256.63,82.94,19.03,32.67,28.27,19.47,484.22,989.89,0
3.7697,4.07,7.48,3.85,48.07,10.78,125.73,51.81,104.28,333.63,209.99,258.94,90.53,23.21,42.79,44.33,25.08,356.07,1028.5,0
3.7797,0,5.61,0,37.62,10.78,55.11,38.28,78.21,321.53,212.08,263.45,98.01,27.5,52.91,61.27,30.69,225.61,1067.44,0
3.7897,0,3.74,0,27.17,8.58,29.59,27.06,56.32,309.54,212.08,267.96,102.96,29.59,62.7,80.41,36.19,152.46,1101.43,0
3.7997,0,0,0,18.81,4.29,14.74,15.73,31.57,304.7,209.99,277.09,105.49,33.88,67.54,97.24,50.16,85.14,1146.09,0
3.8097,0,0,0,12.54,0,10.56,9.02,11.22,297.55,209.99,284.24,110.55,38.06,74.69,111.65,61.49,43.34,1188.22,0
3.8197,0,0,0,10.45,0,8.47,4.51,0,292.71,207.9,284.24,115.5,40.26,79.53,123.2,73.15,23.43,1216.49,0
3.8297,0,0,0,8.36,0,6.27,0,0,283.03,203.72,279.4,120.45,42.35,84.26,134.86,81.84,14.63,1229.91,0
3.8397,0,0,0,8.36,0,6.27,0,0,271.37,197.45,272.47,127.93,46.53,89.1,144.21,90.53,14.63,1239.59,0
3.8497,0,0,0,6.27,0,4.18,0,0,257.51,191.18,261.25,132.88,48.73,93.83,153.56,99.33,10.45,1238.27,0
3.8597,0,0,0,4.18,0,4.18,0,0,243.65,182.82,249.92,140.36,50.82,98.67,162.8,108.02,8.36,1237.06,0
3.8697,0,0,0,4.18,0,0,0,0,227.48,172.37,234.08,145.42,52.91,103.4,169.95,113.52,4.18,1219.13,0
3.8797,0,0,0,0,0,0,0,0,211.09,163.79,220.55,150.37,57.53,105.82,177.21,118.58,0,1204.94,0
3.8897,0,0,0,0,0,0,0,0,199.43,155.1,206.47,155.32,60.06,110.66,184.58,126.17,0,1197.79,0
3.8997,0,0,0,0,0,0,0,0,185.46,144.21,194.81,160.27,60.06,113.08,191.84,131.23,0,1180.96,0
3.9097,0,0,0,0,0,0,0,0,171.38,135.52,185.46,162.8,62.59,115.5,196.79,136.29,0,1166.33,0
3.9197,0,0,0,0,0,0,0,0,162.14,129.03,173.69,167.97,65.12,118.03,199.21,138.82,0,1154.01,0
3.9297,0,0,0,0,0,0,0,0,153.12,120.34,164.45,173.25,65.12,120.56,201.63,141.35,0,1139.82,0
3.9397,0,0,0,0,0,0,0,0,143.99,115.94,155.21,175.89,67.65,123.09,201.63,141.35,0,1124.75,0
3.9497,0,0,0,0,0,0,0,0,137.17,109.56,145.97,181.17,67.65,125.62,204.05,143.88,0,1115.07,0
3.9597,0,0,0,0,0,0,0,0,130.35,105.27,139.15,186.45,67.65,130.68,204.05,146.41,0,1110.01,0
3.9697,0,0,0,0,0,0,0,0,125.84,101.09,132.22,191.73,70.18,133.21,204.05,146.41,0,1104.73,0
3.9797,0,0,0,0,0,0,0,0,121.22,96.8,127.6,197.12,67.65,135.74,204.05,146.41,0,1096.59,0
3.9897,0,0,0,0,0,0,0,0,119.02,94.71,125.29,202.4,70.18,138.27,204.05,146.41,0,1100.33,0
3.9997,0,0,0,0,0,0,0,0,116.71,94.71,125.29,205.04,70.18,140.8,206.47,146.41,0,1105.61,0
4.0097,0,0,0,0,0,0,0,0,119.02,94.71,127.6,207.68,70.18,140.8,206.47,146.41,0,1112.87,0
4.0197,0,0,0,0,0,0,0,0,121.22,96.8,132.22,207.68,70.18,140.8,206.47,146.41,0,1121.78,0
4.0297,0,0,0,0,0,0,0,0,125.84,101.09,136.84,210.32,70.18,140.8,206.47,146.41,0,1137.95,0
4.0397,0,0,0,0,0,0,0,0,128.04,101.09,141.35,210.32,72.71,140.8,206.47,143.88,0,1144.66,0
4.0497,0,0,0,0,0,0,0,0,130.35,103.18,143.66,210.32,72.71,138.27,209,143.88,0,1151.37,0
4.0597,0,0,0,0,0,0,0,0,132.66,105.27,145.97,212.96,75.24,138.27,209,143.88,0,1163.25,0
4.0697,0,0,0,0,0,0,0,0,134.86,105.27,148.28,212.96,75.24,138.27,211.42,143.88,0,1170.18,0
4.0797,0,0,0,0,0,0,0,0,132.66,105.27,148.28,215.6,75.24,138.27,213.84,143.88,0,1173.04,0
4.0897,0,0,0,0,0,0,0,0,132.66,105.27,145.97,218.24,77.77,140.8,216.26,143.88,0,1180.85,0
4.0997,0,0,0,0,0,0,0,0,128.04,101.09,141.35,220.88,77.77,140.8,218.68,143.88,0,1172.49,0
4.1097,0,0,0,0,0,0,0,0,125.84,98.89,139.15,226.27,80.3,143.22,221.21,146.41,0,1181.29,0
4.1197,0,0,0,0,0,0,0,0,121.22,94.71,134.53,231.11,80.3,143.22,218.68,146.41,0,1170.18,0
4.1297,0,0,0,0,0,0,0,0,116.71,92.51,127.6,235.95,80.3,148.28,218.68,148.94,0,1168.97,0
4.1397,0,0,0,0,0,0,0,0,109.67,88.33,120.67,243.21,80.3,150.81,218.68,151.47,0,1163.14,0
4.1497,4.07,0,0,0,0,0,0,0,102.52,81.95,111.65,252.89,80.3,153.34,218.68,154,4.07,1155.33,0
4.1597,6.16,0,0,0,0,0,0,0,95.37,75.57,102.96,260.15,82.83,158.4,218.68,156.53,6.16,1150.49,0
